Year,Country Name,Population,GDP PPP 2017,GDP PPP/capita 2017,Region,Income Group,gdp_per_capita_growth,region_economic_weight,gdp_ppp_2017_log,gdp_ppp_2017_squared,gdp_ppp_2017_growth,gdp_ppp_2017_rolling_mean_3y,gdp_ppp_2017_rolling_std_3y,gdp_ppp_2017_deviation,gdp_ppp/capita_2017_log,gdp_ppp/capita_2017_squared,gdp_ppp/capita_2017_growth,gdp_ppp/capita_2017_rolling_mean_3y,gdp_ppp/capita_2017_rolling_std_3y,gdp_ppp/capita_2017_deviation,population_log,population_squared,population_growth,population_rolling_mean_3y,population_rolling_std_3y,population_deviation,gdp_per_capita_acceleration,MSW,MSW_log
2004,"Korea, Rep.",48082519,1323036273738.77,27515.95,East Asia & Pacific,High income,0.0478127307421791,0.8693966286759648,27.910950418478222,1.7504249816285695e+24,0.0314729119373422,1266667318346.5432,52452361746.03237,1.6394806526145622,10.222557457416976,757127504.4025,0.0261404221730736,26455.906666666662,977.0614702430194,1.6311924752785898,17.688429259463323,2311928633385361,0.0051966706248514,47873195.0,219517.88068628943,1.358022064220798,-0.6320491114219712,18252000.0,16.719785275817944
2005,"Korea, Rep.",48184561,1380039856716.0,28640.71,East Asia & Pacific,High income,0.0408766551763613,0.8731697968617248,27.95313349635958,1.904510006124718e+24,0.0519739136324426,1320248786763.33,61232417545.479454,1.6326294753888864,10.262619325996118,820290269.3040999,0.0478127307421791,27472.34333333333,1190.768988903165,1.6338405948011554,17.690549237260456,2321751918762721,0.0039711786835177,48053136.66666666,148314.6333789542,1.2913155799651188,0.8290726303353051,17665000.0,16.687095895384495
2006,"Korea, Rep.",48438292,1452689661910.11,29990.52,East Asia & Pacific,High income,0.0471290690768491,0.8770450948202964,28.0044378933348,2.11030725382051e+24,0.0430854271411194,1385255264121.6267,64983848930.96135,1.6712291236236112,10.308669954019871,899431289.8704001,0.0408766551763613,28715.72666666667,1238.989425472828,1.6686895742530925,17.69580123655673,2346268131877264,0.0021222265830125,48235124.0,183196.8056735721,1.312458277496926,-0.1450675470351048,17828000.0,16.696280869140125
2007,"Korea, Rep.",48683638,1536939102172.75,31569.93,East Asia & Pacific,High income,0.0526636417107806,0.8806825229550452,28.06081395847284,2.3621818037875788e+24,0.0526432659466737,1456556206932.9534,78521054081.2758,1.72677928725854,10.35999203946468,996660480.2049,0.0471290690768491,30067.053333333333,1466.1089541481952,1.7232109388080907,17.700853576781892,2370096608915044,0.0052658153303504,48435497.0,249550.23943286564,1.3291562793588287,0.1529580606219351,18376000.0,16.726556077769878
2008,"Korea, Rep.",49054708,1583246844825.55,32275.13,East Asia & Pacific,High income,0.0223377118669569,0.8841926648600918,28.09049881949496,2.506670571650059e+24,0.0579954841503189,1524291869636.1367,66191078483.66235,1.6731236483425858,10.382083226720852,1041684016.5169,0.0526636417107806,31278.52666666667,1169.849409126464,1.648602172679625,17.708446743445023,2406364376965264,0.0050651249222413,48725546.0,310337.5285266037,1.4007076368777285,0.1174343720837516,19006000.0,16.76026532936836
2009,"Korea, Rep.",49307835,1595797226566.06,32363.97,East Asia & Pacific,High income,0.0027525838005919,0.8869209429725873,28.09839455586136,2.546568788315929e+24,0.0301298487281216,1571994391188.12,31000532034.492065,1.5546270273349818,10.384831944051944,1047426554.1609,0.0223377118669569,32069.676666666663,435.0668736338714,1.516269571363431,17.71359357161573,2431262592387225,0.0076220680138983,49015393.66666666,313950.1334708021,1.4101654693480503,-0.5758418684824014,18581000.0,16.73765016503331
2010,"Korea, Rep.",49554112,1704388433877.57,34394.49,East Asia & Pacific,High income,0.0627401397294582,0.8900502045844096,28.164227472512163,2.904939933535636e+24,0.0079269898951814,1627810835089.7266,66614371554.05874,1.6871022208413744,10.44568073011536,1182980942.3600998,0.0027525838005919,33011.19666666666,1198.7904199373454,1.656626202397009,17.718575822358947,2455610016108544,0.0051600959483848,49305551.66666666,249709.82962698027,1.4173074135137318,-0.876774137969623,17943000.0,16.702710680426843
2011,"Korea, Rep.",49936638,1767206529267.27,35388.98,East Asia & Pacific,High income,0.0289142243423294,0.8928859092601138,28.200421183742343,3.12301891708487e+24,0.0680482491783642,1689130729903.6335,86717272852.91042,1.686162724779574,10.474184008207956,1252379905.4404,0.0627401397294582,34049.14666666667,1541.7904813668974,1.641370521741979,17.72626553979019,2493667814743044,0.0049946828937024,49599528.333333336,316852.151172018,1.4801062903769655,21.793180616686644,17861000.0,16.698130178874525
2012,"Korea, Rep.",50199853,1809664213833.72,36049.19,East Asia & Pacific,High income,0.0186558075423479,0.8951696311540291,28.224162426777447,3.274884566830416e+24,0.0368566778212555,1760419725659.5205,52965016650.15985,1.643187759111916,10.492667413156903,1299544099.6561005,0.0289142243423294,35277.55333333334,832.9585518100946,1.5924641727890867,17.731522676291195,2520025241221609,0.0077193593944333,49896867.66666666,324702.3549811972,1.4856551456434128,-0.5391431312233204,17881000.0,16.69924931048262
2013,"Korea, Rep.",50428893,1866934813500.06,37021.13,East Asia & Pacific,High income,0.0269614934482576,0.8975247855193924,28.25531906477471,3.485445597858504e+24,0.0240253099246152,1814601852200.3496,50047156497.48647,1.6405693000522072,10.519271120939104,1370564066.4769,0.0186558075423479,36153.100000000006,821.0215415567486,1.5895082939648093,17.736074862422367,2543073249205449,0.0052709795961833,50188461.333333336,246325.13840112943,1.47868744148652,-0.3547878953461507,17786000.0,16.693922245165716
2014,"Korea, Rep.",50746659,1926722538277.21,37967.48,East Asia & Pacific,High income,0.0255624288075486,0.9002246958313705,28.286841508630594,3.712259739505375e+24,0.0316470863647206,1867773855203.664,58533672562.16521,1.6439615551227729,10.544511620820664,1441529537.5504005,0.0269614934482576,37012.6,959.1734471409308,1.5853072351693809,17.74235636091253,2575223399662281,0.0045625631612904,50458468.333333336,274600.1195654047,1.5074802772395683,0.4452064531141868,18219000.0,16.717975618435574
2015,"Korea, Rep.",51014947,1980846164069.89,38828.74,East Asia & Pacific,High income,0.0226841496986367,0.902302575962859,28.31454522493596,3.923751525710397e+24,0.0320245379457369,1924834505282.3867,56979140469.148544,1.6363562948559869,10.566941726849574,1507671049.9875998,0.0255624288075486,37939.11666666667,904.1387266529056,1.5738975633526449,17.747629245782978,2602524817412809,0.0063012686001258,50730166.333333336,293374.8945791605,1.514402679016701,-0.051891214535052,18705000.0,16.744301479226024
2016,"Korea, Rep.",51217803,2039219357482.86,39814.66,East Asia & Pacific,High income,0.0253915012436665,0.9043274301459788,28.34358818264856,4.158415587932809e+24,0.0280910326824093,1982262686609.9863,56261785298.08004,1.6385932478509408,10.59201558122124,1585207150.9156003,0.0226841496986367,38870.293333333335,924.2908079893124,1.578195128892949,17.751597763939152,2623263344146809,0.005286811098244,50993136.333333336,236328.04757229425,1.4980743745451612,-0.1125980293414823,19627000.0,16.792416778218435
1995,Latvia,2485056,23854415374.9,9599.15,Europe & Central Asia,High income,0.0,0.7450989730054169,23.89523516821111,5.690331328782656e+20,0.0,23854415374.9,1507676196.6249442,0.0,9.169534002333858,92143680.7225,0.0,9599.15,91.99620227656104,0.0,14.725806154875558,6175503323136,0.0,2485056.0,105038.6099362197,0.0,0.0,657000.0,13.395440819535605
1996,Latvia,2457222,24471771301.89,9959.12,Europe & Central Asia,High income,0.0375001953297948,0.7577275350335478,23.92078609849513,5.988675906520069e+20,0.0,24163093338.395,436536562.3803346,0.7071067811865476,9.206344398698835,99184071.17440002,0.0,9779.135,254.53722802372232,0.7071067811865476,14.71454240847554,6037939957284,0.0,2471139.0,19681.61014754636,-0.7071067811865476,0.0,650000.0,13.384729180332174
1997,Latvia,2432851,26634320388.54,10947.78,Europe & Central Asia,High income,0.0992718232132958,0.7718748640778604,24.005466461297708,7.093870225593975e+20,0.0258801533086234,24986835688.443333,1459772743.592945,1.1285898488840849,9.30098331351236,119853886.9284,0.0375001953297948,10168.683333333334,698.3110426116241,1.1156871639218404,14.704574789664706,5918763988201,-0.0112005524221586,2458376.333333333,26121.636057746007,-0.9771720759337472,0.0,621000.0,13.339087971220277
1998,Latvia,2410019,28321854357.58,11751.71,Europe & Central Asia,High income,0.0734331526574336,0.7852651151501896,24.06689958239171,8.021274342519733e+20,0.0883691278400833,26475982016.003338,1929919211.8042145,1.2203158445950824,9.371839131277254,138102687.92409998,0.0992718232132958,10886.203333333331,897.8799983479594,1.2170980635797526,14.69514560418759,5808191580361,-0.0099181107771296,2433364.0,23605.681074690605,-1.1248927457561422,1.6472348301189204,597000.0,13.299674067415213
1999,Latvia,2390482,29102454005.01,12174.3,Europe & Central Asia,High income,0.0359598730737908,0.797259073155335,24.09408833767171,8.469528291137225e+20,0.0633593778411594,28019542917.04333,1261532814.673031,1.1398991017458089,9.4071645883043,148213580.48999998,0.0734331526574336,11624.596666666666,623.0619369158521,1.1602975915698797,14.687005995540057,5714404192324,-0.009384873960633,2411117.333333333,21205.843353503817,-1.1921118609357644,-0.2602820187994847,613000.0,13.326121846238388
2000,Latvia,2367550,30754234009.73,12989.9,Europe & Central Asia,High income,0.0669935848467673,0.8024416665448275,24.1492935131262,9.458229095252334e+20,0.0275617421647067,29392847457.44,1241919466.374141,1.3198555100766585,9.47200439132928,168737502.01,0.0359598730737908,12305.303333333335,629.4044995337531,1.335391902343236,14.677366645521015,5605293002500,-0.0081065750933914,2389350.333333333,21257.10451433466,-1.29771506567773,-0.5103046543358416,642000.0,13.372345140303285
2001,Latvia,2337170,32698980506.52,13990.84,Europe & Central Asia,High income,0.0770552506177877,0.8082222227455762,24.21060973722354,1.069223326165775e+21,0.0567574131183454,30851889507.086662,1800250862.0020082,1.4633196292402395,9.546229581527282,195743603.9056,0.0669935848467673,13051.68,909.8444752813529,1.4871546203734751,14.664451781575854,5462363608900,-0.0095930444153103,2365067.333333333,26742.57020806625,-1.4454372356688532,0.863009491421012,713000.0,13.477238101919994
2002,Latvia,2310173,35016726314.32,15157.62,Europe & Central Asia,High income,0.0833959933785248,0.8138692111938898,24.279091679003937,1.2261711217719907e+21,0.0632350815882691,32823313610.19,2133964433.2025487,1.5841090792279755,9.626324626029223,229753444.0644,0.0770552506177877,14046.12,1084.916774872616,1.601359015974962,14.65283340433654,5336899289929,-0.0128318303731705,2338297.6666666665,28705.11724994957,-1.488120408354672,0.1501884963169861,793000.0,13.583579761650238
2003,Latvia,2287955,37966136921.07,16593.92,Europe & Central Asia,High income,0.0947576202596447,0.8199355627396128,24.35996046574744,1.4414275527094347e+21,0.0708812865690982,35227281247.30334,2639883370.281086,1.7089056316437987,9.71685190341332,275358180.9664,0.0833959933785248,15247.46,1303.863409564051,1.7106227368372653,14.64316940052768,5234738082025,-0.0115511494670905,2311766.0,24646.141543860685,-1.4738702309258311,0.0822882634200845,695000.0,13.451668563394817
2004,Latvia,2263122,41111307125.77,18165.75,Europe & Central Asia,High income,0.0947232480330146,0.8268924621552103,24.43954903318556,1.690139573589387e+21,0.0842286220669306,38031390120.386665,3047814348.322348,1.7722397197294542,9.807348279128668,329994473.0625,0.0947576202596447,16639.096666666668,1504.573767760598,1.775329789568327,14.632256275767878,5121721186884,-0.0096174615494164,2287083.333333333,23537.608254309776,-1.4978239004375262,0.1362370831120234,720000.0,13.487007879880162
2005,Latvia,2238799,45518589699.18,20331.7,Europe & Central Asia,High income,0.1192326218295418,0.8347130949234878,24.54138664430255,2.0719420082022955e+21,0.0828414597787148,41532011248.67333,3793761947.021257,1.895795065171853,9.91998570646126,413378024.8900001,0.0947232480330146,18363.79,1876.7431132949405,1.8936217355062184,14.62145056599934,5012220962401,-0.0108537973867492,2263292.0,24578.44093916498,-1.5133549501410548,-0.0003627383901776,716000.0,13.481436842589853
2006,Latvia,2218357,50968000468.15,22975.56,Europe & Central Asia,High income,0.1300363471819867,0.8434047693191529,24.6544638309654,2.597737071721339e+21,0.1072036595656518,45865965764.36667,4937519975.597904,1.999950511839496,10.04222984480998,527876357.31360006,0.1192326218295418,20491.00333333333,2408.8589047582905,1.991119344976248,14.612277840540472,4921107779449,-0.0107475425540469,2240092.6666666665,22410.52177735609,-1.4964382628512636,0.2587471851470373,760000.0,13.541075028051122
2007,Latvia,2200325,56035199129.86,25466.78,Europe & Central Asia,High income,0.1084291307807077,0.8524003502587175,24.74924588613125,3.1399435415230627e+21,0.1197183569390809,50840596432.39667,5259462170.280528,1.9986763858046552,10.145169402808415,648556883.5683999,0.1300363471819867,22924.680000000004,2567.918073537388,1.9924795730663416,14.604116089168883,4841430105625,-0.0091307884271879,2219160.333333333,19249.576029963657,-1.4714781301424549,0.0906104821538704,861000.0,13.66585094484938
2008,Latvia,2177322,54214547862.73,24899.65,Europe & Central Asia,High income,-0.0222694035131256,0.8590186225749489,24.716215120146213,2.9392171999602425e+21,0.0994192162762299,53739249153.58001,2566818500.887649,1.569919366167245,10.122649186529756,619992570.1225001,0.1084291307807077,24447.33,1305.7523918798604,1.6103197482702591,14.593606698526616,4740731091684,-0.0081285383732194,2198668.0,20567.62122852373,-1.497169446218975,-0.1661628988319673,752000.0,13.530492932718326
2009,Latvia,2141669,46483477416.69,21704.32,Europe & Central Asia,High income,-0.1283283098356804,0.8616901844716849,24.56236276204632,2.1607136727479296e+21,-0.032491207230489,52244408136.426674,5071482507.840302,0.8195228257637416,9.985312670771757,471077506.6624,-0.0222694035131256,24023.58333333333,2028.459000382633,0.9594621942083916,14.57709645649647,4586746105561,-0.0104543646961244,2173105.333333333,29554.47161316469,-1.6082579538814696,-1.2053821085974064,753000.0,13.531821834802397
2010,Latvia,2097555,44412374815.61,21173.4,Europe & Central Asia,High income,-0.0244614896942174,0.862313588122169,24.516783979637403,1.972459036762229e+21,-0.1426014003771625,48370133365.01001,5166260941.137239,0.6030780757789753,9.96054818381774,448312867.56000006,-0.1283283098356804,22592.456666666665,2015.645013298054,0.8169339012994349,14.556283415417637,4399736978025,-0.0163747025015132,2138848.6666666665,39958.21920873546,-1.7362944897606436,4.762539160963303,680000.0,13.429849547739444
2011,Latvia,2059709,45555421597.09,22117.41,Europe & Central Asia,High income,0.0445847147836435,0.861677955550785,24.54219547877449,2.0752964368886137e+21,-0.0445556725998379,45483757943.13,1037409396.296632,0.6796050352410522,10.00416557240174,489179825.1081,-0.0244614896942174,21665.04333333333,473.2290274627201,0.9349079260829876,14.538075754156765,4242401164681,-0.0205979542123455,2099644.333333333,41019.92668610411,-1.779009373072385,-0.809383527878303,721000.0,13.488395803228675
2012,Latvia,2034319,48763546980.99,23970.45,Europe & Central Asia,High income,0.0837819618119843,0.8605582279945329,24.61024888259693,2.377883514167219e+21,0.0257371236333492,46243781131.23,2255782334.21928,0.9326728202985348,10.084618817880864,574582473.2025,0.0445847147836435,22420.42,1422.931295143928,1.1876587724153411,14.525672168683348,4138453793761,-0.0180429118664349,2063861.0,31821.8046628415,-1.7355397976019973,-2.8226492066091584,658000.0,13.396961730063138
2013,Latvia,2012647,49742702853.28,24715.07,Europe & Central Asia,High income,0.0310640809830435,0.860419085492635,24.630129613497115,2.4743364871497103e+21,0.0704224716055514,48020557143.78666,2190286854.1017447,0.9722040101358644,10.115208918350351,610834685.1049,0.0837819618119843,23600.976666666666,1337.6629907915185,1.2311774985311066,14.514961825943566,4050747946609,-0.0123269840545435,2035558.3333333333,23555.464787038272,-1.6850002813804972,0.8791633459707764,704000.0,13.464535055593716
2014,Latvia,1993782,50688894959.14,25423.49,Europe & Central Asia,High income,0.0286634834536176,0.8631800741859932,24.648972689235265,2.5693640721787283e+21,0.0200796687876645,49731714931.136665,962721018.8142096,1.007488107232496,10.143468161718529,646353843.7801001,0.0310640809830435,24703.00333333333,726.5951511903406,1.265112169102505,14.505544397102453,3975166663524,-0.0106531964750857,2013582.6666666667,20284.691181613336,-1.6342847451811895,-0.6292270995903071,726000.0,13.495306671216452
2015,Latvia,1977527,52658290346.93,26628.35,Europe & Central Asia,High income,0.0473916051651444,0.8670753550400983,24.68708952462978,2.7728955422615813e+21,0.0190217268380221,51029962719.78333,1487416559.439585,1.1281172229428569,10.189769269948313,709069023.7225,0.0286634834536176,25588.97,967.3147431937456,1.3696393208525257,14.49735813781574,3910613035729,-0.0093732283902741,1994652.0,17576.156434218068,-1.5839840164735564,-0.0772788845978179,798000.0,13.589865129563991
2016,Latvia,1959537,53905562377.42,27509.34,Europe & Central Asia,High income,0.0330846635259038,0.8707592529519576,24.7104995076522,2.905809655225918e+21,0.0388526005425353,52417582561.16333,1621786822.7830873,1.1758673100365775,10.222317212984375,756763787.2356,0.0473916051651444,26520.39333333333,1047.1072232743495,1.4110281511690876,14.488219289136008,3839785254369,-0.0081528472019508,1976948.6666666667,17129.823651557363,-1.555152766542897,0.6533791240632685,802000.0,13.594865133730668
2017,Latvia,1942248,55691171159.27,28673.56,Europe & Central Asia,High income,0.0423208990110268,0.8738482053189401,24.74308746431914,3.1015065450911063e+21,0.023686147466478,54085007961.206665,1524382512.2392125,1.263596268241565,10.26376559750321,822173043.0736,0.0330846635259038,27603.75,1025.8683746465665,1.4859994554739289,14.479357137945756,3772327293504,-0.0090972209229002,1959770.6666666667,17640.660711364242,-1.53037390706144,-0.3018876779840111,798000.0,13.589865129563991
2018,Latvia,1927174,57913538059.75,30051.02,Europe & Central Asia,High income,0.0480393784378361,0.8772231624627441,24.78221701216916,3.353977890598112e+21,0.0331247593587475,55836757198.81333,2007950133.5242093,1.37515405822551,10.31068515900194,903063803.0404,0.0423208990110268,28744.640000000003,1272.3299809404737,1.576016395778925,14.47156575801103,3713999626276,-0.008823002576629,1942986.3333333333,16194.128390669455,-1.501277606100207,0.2791696967959609,785000.0,13.573440270649083
1995,Lithuania,3629102,38614951870.9,10640.36,Europe & Central Asia,High income,0.0,0.8754654815994323,24.376905392609228,1.4911145079919236e+21,0.0,38614951870.9,18358636759.90171,0.0,9.272503574276286,113217260.92960002,0.0,10640.36,2559.7086385823814,0.0,15.104496068266943,13170381326404,0.0,3629102.0,79209.09619692115,0.0,0.0,1546000.0,14.251182154959826
1996,Lithuania,3601613,40606890384.36,11274.64,Europe & Central Asia,High income,0.0596107650493027,0.8623851996795486,24.42720360307944,1.6489195466874288e+21,0.0,39610921127.630005,1408513230.5742135,0.7071067811865462,9.33039992550938,127117507.1296,0.0,10957.5,448.5036891710025,0.7071067811865476,15.096892636288311,12971616201769,0.0,3615357.5,19437.658308037004,-0.7071067811865476,0.0,1445000.0,14.183620571569952
1997,Lithuania,3575137,43981697192.92,12302.1,Europe & Central Asia,High income,0.0911301824271109,0.8485975221485883,24.507039411458507,1.934389687969707e+21,0.0515846431744775,41067846482.72666,2712904206.071775,1.074070622793028,9.417606542125974,151341664.41,0.0596107650493027,11405.7,838.5866082880167,1.0689414678705773,15.089514334763832,12781604568769,-0.007574601099666,3601950.6666666665,26984.084574677167,-0.9936845028950664,0.0,1510000.0,14.227620871042545
1998,Lithuania,3549331,47269662757.93,13317.91,Europe & Central Asia,High income,0.0825720811893904,0.8308476552087907,24.5791345473688,2.2344210172484345e+21,0.083109215618732,43952750111.73667,3331480508.0674963,1.2205736537097045,9.496940108914142,177366726.7681,0.0911301824271109,12298.216666666667,1021.6405353319394,1.219530896885445,15.082269974731505,12597750547561,-0.0073511507205243,3575360.333333333,26141.715500963783,-1.1500165432408174,0.5287537804914793,1578000.0,14.271669414101318
1999,Lithuania,3524238,46730045922.23,13259.62,Europe & Central Asia,High income,-0.0043768128782969,0.8067399133932069,24.567653176393765,2.183697191893725e+21,0.0747575872433428,45993801957.69334,1763298264.8038857,0.8706818841145282,9.492554019811177,175817522.5444,0.0825720811893904,12959.876666666669,570.3963871145487,0.9250448546158913,15.075175084396832,12420253480644,-0.0072181849255007,3549568.6666666665,25450.332303004023,-1.2464726523948433,-0.0939107221097199,1236000.0,14.027391726060934
2000,Lithuania,3499536,48456966648.57,13846.68,Europe & Central Asia,High income,0.044274270303372,0.811147811704115,24.603941955443126,2.3480776167806253e+21,-0.011415711562475,47485558442.91,883471566.5262965,1.057963999853207,9.53587298855901,191730547.0224,-0.0043768128782969,13474.73666666667,323.4282199087318,1.1093407152781165,15.06814123199483,12246752215296,-0.0070697830098123,3524368.333333333,24897.75584933972,-1.313873137985372,-1.0530059653971675,1276000.0,14.059241526585623
2001,Lithuania,3470818,51619321062.9,14872.38,Europe & Central Asia,High income,0.0740755184636317,0.8158382499442338,24.667161878571925,2.664554306994752e+21,0.0369552542108349,48935444544.56667,2479507748.124917,1.382900229537123,9.607328316919943,221187686.8644,0.044274270303372,13992.893333333332,816.2612685490673,1.4104678974048197,15.059901147128738,12046577589124,-0.0070091747492649,3498197.333333333,26735.14767741776,-1.405294408881087,-11.115641571727318,1313000.0,14.087825914899266
2002,Lithuania,3443067,55104355429.13,16004.44,Europe & Central Asia,High income,0.0761182810014269,0.820411339068903,24.732494595900192,3.0364899872598886e+21,0.0652610890249218,51726881046.86666,3324999437.983705,1.569877612826231,9.680683943435016,256142099.7136,0.0740755184636317,14907.833333333334,1079.316801746984,1.5818928404497683,15.05187349234346,11854710366489,-0.008206230768879,3471140.333333333,28235.879910733125,-1.4524267446739303,0.6731053489093843,1395000.0,14.148405690083225
2003,Lithuania,3415213,60926657922.7,17839.78,Europe & Central Asia,High income,0.114676927152715,0.8256849144663524,24.83293664862251,3.712057645629702e+21,0.0675141457591694,55883444804.91,4702325493.523169,1.8265202760918164,9.789242127151317,318257750.4484,0.0761182810014269,16238.866666666669,1497.5254877741954,1.8173675038271464,15.043750713738172,11663679835369,-0.0079955215168296,3443032.6666666665,27802.515899345195,-1.4868942639631797,0.0275767565339168,1328000.0,14.099185362030282
2004,Lithuania,3377075,64929228693.88,19226.47,Europe & Central Asia,High income,0.0777302186461941,0.8321816802320426,24.89656372437084,4.2158047387821697e+21,0.1056595698875035,60320080681.90333,4940443869.622373,1.7839760564513536,9.864095264664746,369657148.66090006,0.114676927152715,17690.23,1616.2126197069545,1.796778176693543,15.03252080429658,11404635555625,-0.0080898803305309,3411785.0,33129.28317968872,-1.5922689414762488,0.5065622297824264,1260000.0,14.04662307257814
2005,Lithuania,3322528,69949795338.68,21053.18,Europe & Central Asia,High income,0.095010160471475,0.8394238341853938,24.9710436122449,4.892973867923217e+21,0.0656949011754135,65268560651.75333,4521129487.212268,1.8174252737624008,9.95485439421901,443236388.1124,0.0777302186461941,19373.143333333333,1611.7132778609698,1.8559059737388264,15.01623679789864,11039192310784,-0.0111670926527862,3371605.333333333,46583.9591096908,-1.7553950679442851,-0.3221808381499363,1287000.0,14.067825263578738
2006,Lithuania,3269909,75135958038.99,22978.0,Europe & Central Asia,High income,0.0914265683378947,0.8468996549354899,25.042565083257696,5.645412190436866e+21,0.0773236760361086,70004994023.84999,5103588556.321522,1.831808519809455,10.042336034354935,527988484.0,0.095010160471475,21085.88333333333,1875.978802181236,1.8839174407818555,15.000273019558891,10692304868281,-0.0161521434969611,3323170.6666666665,53585.89044079928,-1.815516318426248,0.2223066154481605,1326000.0,14.097678203875471
2007,Lithuania,3231294,83481669656.96,25835.37,Europe & Central Asia,High income,0.1243524240577944,0.8551708615406626,25.1478929196497,6.969189168713797e+21,0.0741412133545189,76189141011.54333,6827137132.1871805,1.973483888729593,10.159538468152157,667466343.0368999,0.0914265683378947,23288.85,2406.201589829912,2.006606115775527,14.988393543640935,10441260914436,-0.0158370373402421,3274577.0,45795.778812025936,-1.7656808540541666,-0.0377179884319445,1354000.0,14.118574471006522
2008,Lithuania,3198231,85664233657.04,26784.88,Europe & Central Asia,High income,0.0367523283003108,0.8620609732984837,25.173701231891297,7.338360928047944e+21,0.1110748014105202,81427287117.66333,5556663799.95515,1.770887453349803,10.195630161984818,717429796.6144,0.1243524240577944,25199.416666666668,1981.517427436184,1.8179848703022043,14.978108715085588,10228681529361,-0.0118091971366787,3233144.6666666665,35874.81911220366,-1.7066103370358383,0.3601344370512973,1369000.0,14.129591834730508
2009,Lithuania,3162916,72952853508.43,23065.06,Europe & Central Asia,High income,-0.1388776055744882,0.8648560254408223,25.013079227112225,5.322118835022446e+21,0.0261442303328203,80699585607.47667,6797042744.047711,0.8971592701245191,10.046117552013753,531996992.8036001,0.0367523283003108,25228.436666666665,1932.7548373845325,1.0394990255639076,14.96700526103296,10004037623056,-0.0102321237250463,3197480.333333333,34195.180162317214,-1.6806100676641305,-0.7044502463158282,1206000.0,14.00282048545632
2010,Lithuania,3097282,74157480683.29,23942.76,Europe & Central Asia,High income,0.0380532285630299,0.8669015592875619,25.02945678627166,5.499331941292529e+21,-0.1483860837359556,77591522616.25331,7017070565.316581,0.9171948019323728,10.083463026094396,573255756.4175999,-0.1388776055744882,24597.56666666667,1944.4392600781653,1.1146813960767457,14.946035833534188,9593155787524,-0.0110420416786655,3152809.6666666665,51227.71349897758,-1.799106340635652,-4.77874306192769,1253000.0,14.041052031962485
2011,Lithuania,3028115,78635856993.31,25968.58,Europe & Central Asia,High income,0.0846109638153664,0.8689684406075189,25.08809362821224,6.183598005072301e+21,0.0165124065328137,75248730395.01,2994536959.5793333,1.1228720744050829,10.16468113201928,674367147.2164001,0.0380532285630299,24325.466666666664,1489.112283252451,1.3551334439499865,14.923451201920628,9169480453225,-0.0207511043606596,3096104.333333333,67408.21592605261,-1.88138421252444,-1.2740055058237576,1339000.0,14.10743437149902
2012,Lithuania,2987773,81658512980.4,27330.9,Europe & Central Asia,High income,0.0524603193551591,0.8699836604604851,25.125811912794497,6.668112742170154e+21,0.0603900816041222,78150616885.66667,3773985274.497171,1.2203761963974515,10.215809797178917,746978094.8100001,0.0846109638153664,25747.41333333333,1704.8633921031028,1.4501636292940026,14.910039186497468,8926787499529,-0.0223315151800836,3037723.333333333,55383.16822224372,-1.820654905173836,1.2234897539697591,1330000.0,14.100690252077351
2013,Lithuania,2957689,84557449673.47,28589.03,Europe & Central Asia,High income,0.0460332444229789,0.8711926026354156,25.160697018101704,7.149962295281412e+21,0.038438647490637,81617273215.72667,2961011736.902494,1.2977772896115944,10.26081333463375,817332636.3409,0.0524603193551591,27296.17,1310.5701737411548,1.511101944831343,14.899919116220016,8747924220721,-0.0133224794963203,2991192.333333333,35337.29261464943,-1.7413027219478228,-0.3799820142737617,1280000.0,14.062371417145494
2014,Lithuania,2932367,87548255021.86,29855.83,Europe & Central Asia,High income,0.0443107023917916,0.8755961075007953,25.19545596427302,7.664696957372635e+21,0.0355007284270021,84588072558.57666,2944990432.8461065,1.3685928572731263,10.304168903367836,891370584.9889001,0.0460332444229789,28591.92,1262.4674808880798,1.5604145298842598,14.891320845708938,8598776222689,-0.010069038042716,2959276.333333333,27737.085811839792,-1.668304808782116,-0.122513072950787,1270000.0,14.05452824583604
2015,Lithuania,2904910,89320742945.65,30748.2,Europe & Central Asia,High income,0.0298893047019626,0.8797933595291337,25.215499581692217,7.978195120362883e+21,0.0353700987901053,87142149213.65999,2407474225.1558394,1.3679739322950355,10.333619256636071,945451803.24,0.0443107023917916,29731.02,1084.9824534525262,1.552678681818918,14.881913310965786,8438502108100,-0.0085614139958596,2931655.333333333,26396.69604956974,-1.6223067831342388,-0.0374195226249881,1300000.0,14.077875591662238
2016,Lithuania,2868231,91570579072.68,31925.8,Europe & Central Asia,High income,0.0382981768038452,0.8833060968673312,25.240375867882246,8.385170951705939e+21,0.0202458395469722,89479859013.39665,2015877261.8176136,1.3931284637739425,10.37120106145698,1019256705.64,0.0298893047019626,30843.27666666667,1038.2550889030856,1.5825803497098931,14.869206370038109,8226749069361,-0.0093634255193841,2901836.0,32178.31150013997,-1.6188445836246244,-0.325460823489464,1272000.0,14.056101809045416
