Year,Country Name,Population,GDP PPP 2017,GDP PPP/capita 2017,Urban population %,Region,Income Group,GDP PPP 2017_log,GDP PPP/capita 2017_log,Population_log,gdp_pc_log_squared,year_relative,GDP PPP 2017_log_growth_1y,Population_log_growth_1y,urban_pop_perc,gdp_log_x_pop_log,gdp_pc_log_x_urban,gdp_pc_log2_x_urban,year_relative_x_gdp_pc_log,year_relative_x_Population_log,year_relative_x_urban_pop_perc,IW,IW_log
2012,Japan,127629000,4943823715180.79,38735.9,91.148,East Asia & Pacific,High income,29.22916017913388,10.564547913108674,18.664638183614912,111.60967260836884,22,0.0136538702097794,-0.0015971067459403,0.91148,545.5516991544586,9.629374131840294,101.72998438907602,232.42005408839083,410.6220400395281,20.05256,219300000.0,19.20595121794808
2013,Japan,127445000,5042952333233.2,39569.64,91.226,East Asia & Pacific,High income,29.24901280691307,10.585842708117768,18.663195464792352,112.06006584101009,23,0.0198526277791941,-0.0014427188225596,0.91226,545.8800431676334,9.657040868907512,102.22791566411986,243.47438228670865,429.2534956902241,20.98198,221330000.0,19.215165362936368
2014,Japan,127276000,5057889836119.83,39739.54,91.304,East Asia & Pacific,High income,29.25197048381276,10.590127104337594,18.6618685225813,112.15079208602576,24,0.0029576768996939,-0.0013269422110511,0.91304,545.8964271953427,9.669209651344396,102.39815920622496,254.16305050410224,447.8848445419512,21.91296,229330000.0,19.25067257660068
2015,Japan,127141000,5136824615194.47,40402.58,91.381,East Asia & Pacific,High income,29.267456225346606,10.606673673884652,18.66080727265218,112.50152642427774,25,0.015485741533844,-0.0010612499291227,0.91381,546.1543599819772,9.692484469932534,102.80501986176924,265.1668418471163,466.5201818163045,22.84525,228390000.0,19.24656525632898
2016,Japan,127076000,5175547373033.96,40727.97,91.457,East Asia & Pacific,High income,29.2749662220536,10.614694911837551,18.660295898504067,112.67174807139004,26,0.0075099967069931,-0.000511374148111,0.91457,546.2795321222319,9.70788152551927,103.04620063365118,275.9820677077764,485.16769336110576,23.77882,225370000.0,19.233254058432
2017,Japan,126972000,5262254961496.86,41444.22,91.535,East Asia & Pacific,High income,29.291580750717152,10.632127834251374,18.65947715555005,113.04214228386282,27,0.0166145286635526,-0.0008187429540171,0.91535,546.5655818679563,9.732118213081996,103.47312493953385,287.0674515247871,503.80588319985134,24.71445,226510000.0,19.238299656437967
2018,Japan,126811000,5296111837550.73,41763.82,91.616,East Asia & Pacific,High income,29.297994051702773,10.639809637351917,18.65820835487916,113.20554911908668,28,0.0064133009856206,-0.0012688006708891,0.91616,546.6480773966806,9.74776799735633,103.71439588094243,297.9146698458536,522.4298339366165,25.65248,222390000.0,19.219943159797616
2019,Japan,126633000,5274812506894.3,41654.33,91.698,East Asia & Pacific,High income,29.29396425094245,10.63718461059585,18.656803705111464,113.1496964398972,29,-0.0040298007603176,-0.0014046497676964,0.91698,546.531740774386,9.754085544224182,103.75600864145692,308.47835370727967,541.0473074482325,26.59242,225620000.0,19.23436273057328
2020,Japan,126261000,5056059760508.92,40044.51,91.782,East Asia & Pacific,High income,29.25160859242436,10.597771836349054,18.65386175895723,112.3127678953132,30,-0.0423556585180939,-0.0029419461542339,0.91782,545.6554629102095,9.726846946837888,103.08290462967636,317.9331550904716,559.6158527687169,27.5346,213240000.0,19.177928854608385
2021,Japan,125681593,5185460521238.17,41258.71,91.867,East Asia & Pacific,High income,29.27687977164844,10.627641758001417,18.649262234835668,112.9467693364154,31,0.0252711792240774,-0.0045995241215628,0.91867,545.9922082792275,9.76329565382316,103.76080858628475,329.4568944980439,578.1271292799057,28.478770000000004,213290000.0,19.178163304705656
2004,Lithuania,3377075,64929228693.88,19226.47,66.646,Europe & Central Asia,High income,24.89656372437084,9.864095264664746,15.03252080429658,97.30037539038146,14,0.0636270757483288,-0.0112299094415906,0.66646,374.2581121421002,6.574024930088467,64.84680818267363,138.09733370530645,210.4552912601521,9.33044,6743347.0,15.724067095461097
2006,Lithuania,3269909,75135958038.99,22978.0,66.706,Europe & Central Asia,High income,25.042565083257696,10.042336034354935,15.000273019558891,100.84851302690362,16,0.0715214710127938,-0.0159637783397457,0.66706,375.6453133589381,6.698840675076803,67.27200909972633,160.67737654967897,240.0043683129423,10.67296,6580350.0,15.699598645343832
2008,Lithuania,3198231,85664233657.04,26784.88,66.848,Europe & Central Asia,High income,25.173701231891297,10.195630161984818,14.978108715085588,103.95087439997457,18,0.0258083122415975,-0.0102848285553491,0.66848,377.0544338123518,6.8155748506836105,69.489080518895,183.5213429157268,269.60595687154057,12.03264,6530355.0,15.691972017377608
2010,Lithuania,3097282,74157480683.29,23942.76,66.757,Europe & Central Asia,High income,25.02945678627166,10.083463026094396,14.946035833534188,101.67622659861276,20,0.0163775591594337,-0.0209694274987715,0.66757,374.09115802151166,6.731417412329836,67.87599859043591,201.6692605218879,298.92071667068376,13.3514,6419790.0,15.6748961206191
2012,Lithuania,2987773,81658512980.4,27330.9,66.864,Europe & Central Asia,High income,25.125811912794497,10.215809797178917,14.910039186497468,104.36276981213676,22,0.0377182845822581,-0.0134120154231602,0.66864,374.6268402123308,6.830699062785711,69.78112240718711,224.74781553793616,328.0208621029443,14.71008,6461175.0,15.68132190253456
2014,Lithuania,2932367,87548255021.86,29855.83,67.108,Europe & Central Asia,High income,25.19545596427302,10.304168903367836,14.891320845708938,106.17589678913272,24,0.0347589461713155,-0.0085982705110776,0.67108,375.1936186179204,6.914921667672088,71.25252081725118,247.30005368082809,357.3917002970145,16.10592,7414486.0,15.81894634707453
2016,Lithuania,2868231,91570579072.68,31925.8,67.366,Europe & Central Asia,High income,25.240375867882246,10.37120106145698,14.869206370038109,107.5618114571664,26,0.0248762861900289,-0.0127069409276785,0.67366,375.3043576368708,6.98666330706111,72.46008990623473,269.6512275978816,386.5993656209908,17.51516,8530451.0,15.959152907512976
2018,Lithuania,2801543,99305476902.73,35446.71,67.679,Europe & Central Asia,High income,25.32146656159972,10.475813931848345,14.845681251735996,109.74267753470784,28,0.0391563873143567,-0.0095419012023523,0.67679,375.9144214000008,7.08992611093564,74.27274672871492,293.32279009175363,415.67907504860784,18.95012,8562994.0,15.96296057010065
2020,Lithuania,2794885,103913169149.74,37179.77,68.046,Europe & Central Asia,High income,25.366821475342512,10.523546971120156,14.843301876619662,110.74504085337222,30,-0.0002461552466002,0.0002676674870123,0.6804600000000001,376.5273888088275,7.160852771968422,75.35757049908567,315.70640913360467,445.2990562985899,20.4138,7860566.0,15.877369299208192
2022,Lithuania,2831639,113138833289.7,39955.25,68.465,Europe & Central Asia,High income,25.451881514723222,10.595540384515036,14.85636660707142,112.26547603988904,32,0.024108788197708,0.0109366769169891,0.68465,378.1224826224724,7.254236724258219,76.86255817071003,339.0572923044812,475.4037314262855,21.9088,5807425.0,15.57464800140174
2004,Luxembourg,458095,49306980746.23,107634.84,86.177,Europe & Central Asia,High income,24.621331505278,11.58650895675102,13.034834048118746,134.2471898048716,14,0.0414479551158777,0.0142132943986261,0.86177,320.93497021501645,9.984905823659329,115.6902007581442,162.21112539451428,182.4876766736625,12.06478,1826208.0,14.41775279141858
2006,Luxembourg,472637,53571530313.67,113346.04,87.009,Europe & Central Asia,High income,24.70428361306688,11.63820954178791,13.06608504676576,135.44792133856316,16,0.0584265847859519,0.0159504851590082,0.87009,322.7882707077535,10.126289740214244,117.85188187747045,186.21135266860657,209.0573607482521,13.92144,2005676.0,14.511492217590243
2008,Luxembourg,488650,57736278119.69,118154.67,87.8,Europe & Central Asia,High income,24.77915154981525,11.679758271306998,13.099403812219403,136.41675327616423,18,-0.0030062762679214,0.0178749294134572,0.878,324.5921122752123,10.254827762207544,119.7739093764722,210.23564888352595,235.7892686199493,15.804,1704230.0,14.348624540563796
2010,Luxembourg,506953,57967027793.85,114343.99,88.547,Europe & Central Asia,High income,24.78314019954754,11.646975385635848,13.136175548674087,135.6520356336073,20,0.036914340061525,0.0182540216972633,0.88547,325.5556803086582,10.313047294718974,120.11580799249026,232.93950771271696,262.7235109734817,17.7094,2396524.0,14.689530329407235
2012,Luxembourg,530946,59538763540.58,112137.14,89.249,Europe & Central Asia,High income,24.80989342546553,11.627486783130262,13.182417483566477,135.19844889186894,22,0.0163643902861529,0.0240153732194983,0.89249,327.0543728572779,10.377415679075929,120.66326365150412,255.80470922886576,290.01318463846246,19.63478,1777810.0,14.390893390193227
2014,Luxembourg,556319,63038496898.92,113313.58,89.884,Europe & Central Asia,High income,24.867011438619134,11.637923123644232,13.229098947241688,135.4412546318531,24,0.0258927313374002,0.0235697441778466,0.89884,328.9681548436834,10.46063082045638,121.74001731329484,279.3101549674616,317.4983747338005,21.57216,1306525.0,14.082882264242304
2016,Luxembourg,582014,67678741186.3,116283.7,90.46,Europe & Central Asia,High income,24.93803795259298,11.6637967735326,13.274251499577328,136.04415517426952,26,0.0485824324683008,0.021553082446065,0.9046,331.0337876887237,10.55107056133759,123.0655427706442,303.2587161118476,345.1305389890105,23.5196,2826743.0,14.854636077216306
2018,Luxembourg,607950,69406288659.89,114164.47,90.981,Europe & Central Asia,High income,24.963243315064137,11.645404166209548,13.317849565595322,135.6154381943707,28,0.0121194806896696,0.0192883431050621,0.90981,332.45671913937724,10.595105164459108,123.3842818236204,326.07131665386737,372.899787836669,25.47468,2463338.0,14.717028304659582
2020,Luxembourg,630419,70780178414.06,112274.82,91.453,Europe & Central Asia,High income,24.982844832559337,11.62871380142515,13.354141542910876,135.22698467545575,30,-0.0091399402769738,0.016663560088352,0.91453,333.62444603857693,10.634807632817342,123.66913429524456,348.8614140427545,400.6242462873263,27.435900000000004,2355644.0,14.672325133283229
2022,Luxembourg,653103,76900912144.08,117746.99,91.881,Europe & Central Asia,High income,25.06578357483213,11.676301941669276,13.389491660508344,136.3360270330297,32,0.0137074806588479,0.02016664782961,0.91881,335.6181001393219,10.728302987025147,125.266904998218,373.6416621334168,428.46373313626697,29.40192,3211984.0,14.98239968405034
2012,Montenegro,620601,10427652071.21,16802.51,64.804,Europe & Central Asia,Upper middle income,23.06772696769408,9.729343072140244,13.338445253678946,94.66011661540335,22,-0.0276157361588147,0.0008414727235539,0.6480400000000001,307.6876132854009,6.305003484469764,61.343541971446,214.04554758708537,293.4457955809368,14.25688,720996.0,13.488390255370774
2014,Montenegro,621810,10990326258.06,17674.73,65.471,Europe & Central Asia,Upper middle income,23.12028129182393,9.779947791184885,13.340391467026064,95.6473787983021,24,0.0176797734881937,0.0009702185522542,0.65471,308.4336032606903,6.403029618366656,62.62129537303637,234.71874698843723,320.1693952086255,15.71304,803680.0,13.596957703259426
2016,Montenegro,622303,11698065195.23,18798.02,66.141,Europe & Central Asia,Upper middle income,23.18268929723176,9.841560019799772,13.34118399830461,96.85630362332128,26,0.0290662568907222,0.0002314249357855,0.66141,309.2845234898959,6.509306212695767,64.06172777950093,255.88056051479407,346.8707839559199,17.19666,789765.0,13.579491978034923
2018,Montenegro,622227,12871831620.9,20686.71,66.813,Europe & Central Asia,Upper middle income,23.278307165592267,9.9372950831253,13.341061864040332,98.74983356910624,28,0.049531687372383,-0.0002346131545181,0.66813,310.5573359862998,6.639404963888507,65.97772630252696,278.2442623275084,373.5497321931293,18.70764,863717.0,13.669001605620858
2020,Montenegro,621306,11344478173.59,18259.08,67.488,Europe & Central Asia,Upper middle income,23.15199695805073,9.81247253530037,13.339580602687173,96.28461725602408,30,-0.1661359779124431,-0.0011613917415012,0.67488,308.83792953508595,6.622241464623515,64.98056249374554,294.3741760590111,400.1874180806152,20.2464,869501.0,13.675675912946344
2022,Montenegro,617213,13645796059.12,22108.73,68.164,Europe & Central Asia,Upper middle income,23.33669733019792,10.003773062108,13.332971082298783,100.0754754781577,32,0.0620981739887263,-0.0032318986160433,0.68164,311.1475106598881,6.818971870055298,68.21544710493141,320.12073798745604,426.6550746335611,21.81248,795127.0,13.586258386965657
2004,Netherlands,16281779,791077987029.63,48586.7,81.514,Europe & Central Asia,High income,27.396662392813177,10.79112569143706,16.605557249171195,116.44839368839295,14,0.019655025366486,0.0034747539067012,0.81514,454.9368458000747,8.796278196118005,94.92174363115664,151.07575968011884,232.47780148839672,11.41196,47058954.0,17.66691173532208
2006,Netherlands,16346101,835242650078.48,51097.36,83.636,Europe & Central Asia,High income,27.450988118479167,10.84150768174331,16.609500017097474,117.53828881329922,16,0.0340244373480089,0.0016061365902402,0.83636,455.9471876232223,9.067403364702836,98.30432323189092,173.46412290789297,265.7520002735596,13.38176,46064347.0,17.645549846512054
2008,Netherlands,16445593,885566439963.83,53848.25,85.402,Europe & Central Asia,High income,27.5094933223708,10.893943754910945,16.615568157354307,118.67801053516312,18,0.0214710861279847,0.0038929243778191,0.85402,457.0858612721352,9.303645845569044,101.35339455724,196.09098758839696,299.08022683237755,15.37236,46676249.0,17.658746027965435
2010,Netherlands,16615394,864548571731.45,52032.99,87.134,Europe & Central Asia,High income,27.485473325260045,10.859652437871093,16.625840233186707,117.93205107135952,20,0.0133380448406228,0.0051292306960384,0.87134,456.9690882392885,9.462449555214596,102.7589133805184,217.19304875742185,332.5168046637341,17.4268,51219235.0,17.75162572257599
2012,Netherlands,16754962,868913267500.89,51860.06,88.588,Europe & Central Asia,High income,27.49050914998319,10.856323498528967,16.634205070855078,117.85975990471223,22,-0.010356988841309,0.0037005501264282,0.8858799999999999,457.2827667030383,9.61739986087684,104.40960410438646,238.83911696763727,365.9525115588117,19.48936,49664020.0,17.720791305366433
2014,Netherlands,16865008,880134128412.9,52187.0,89.69,Europe & Central Asia,High income,27.50334015145628,10.86260786238564,16.640751560127317,117.9962495719623,24,0.0141336023738922,0.0035982815135255,0.8969,457.6762505340584,9.74267299177368,105.83083624109298,260.7025886972553,399.3780374430556,21.5256,48878390.0,17.704845954937216
2016,Netherlands,17030314,917045394441.44,53847.83,90.635,Europe & Central Asia,High income,27.5444228111864,10.893935955329,16.650505549238215,118.67784059881,26,0.0216804094265121,0.0053217884827638,0.90635,458.6285648682229,9.87371885311244,107.56366082673144,283.24233483855403,432.9131442801936,23.5651,49477185.0,17.7170222324081
2018,Netherlands,17231624,966020584715.91,56060.91,91.49,Europe & Central Asia,High income,27.596450980162647,10.93421189477699,16.662256916303075,119.5569897598826,28,0.0233347652281921,0.0058393337493463,0.9149,459.8191562096338,10.003710462531467,109.3826899313166,306.1579330537557,466.5431936564861,25.6172,52970465.0,17.78524507091452
2020,Netherlands,17441500,946637465636.71,54275.0,92.236,Europe & Central Asia,High income,27.576182032800453,10.901837419265844,16.674363039255358,118.85005911610496,30,-0.0396360721520885,0.0055554075831452,0.92236,459.8152704515056,10.055418762034044,109.62254052633058,327.05512257797534,500.2308911776608,27.670800000000003,51619931.0,17.759418434935007
2022,Netherlands,17700982,1048768438652.27,59249.17,92.886,Europe & Central Asia,High income,27.678637676125856,10.989523928191574,16.689130732725115,120.76963616829516,32,0.042378398546429,0.009532788687423,0.92886,461.93240268059526,10.207729195940024,112.17808425128264,351.66476570213035,534.0521834472037,29.72352,51908068.0,17.764984808113244
2008,North Macedonia,1971493,26967690909.85,13174.91,57.175,Europe & Central Asia,Upper middle income,24.017905353482394,9.486145441233054,14.494302188927191,89.98695533222666,18,0.0532753420370859,-0.0057859351161617,0.57175,348.12277813842604,5.423703656024999,51.45004171120059,170.75061794219496,260.89743940068945,10.2915,2724931.0,14.81795403163968
2010,North Macedonia,1946298,27773510060.54,13515.06,57.089,Europe & Central Asia,Upper middle income,24.047348527884385,9.511633887007518,14.481440178435127,90.47117920046976,20,0.0330357686171858,-0.0063937415545822,0.57089,348.2402391565377,5.430096669753722,51.649091493756174,190.2326777401504,289.6288035687025,11.4178,2893216.0,14.877879589786811
2014,North Macedonia,1917557,30178230801.19,14596.69,57.284,Europe & Central Asia,Upper middle income,24.130386667036657,9.588618576000371,14.46656305948448,91.9416061960194,24,0.0356482193189719,-0.0026867883698411,0.57284,349.0837603684293,5.492744265076053,52.66782969332776,230.1268458240089,347.1975134276275,13.74816,3580082.0,15.090896542465671
2016,North Macedonia,1906313,32234543243.35,15553.53,57.563,Europe & Central Asia,Upper middle income,24.196304486052224,9.65210719351041,14.460682092544763,93.1631732750154,26,0.0280839792395788,-0.0032036730558484,0.57563,349.895066987216,5.556042463800397,53.62751743229712,250.95478703127063,375.9777344061639,14.96638,2146938.0,14.57955366471999
2018,North Macedonia,1889051,33521839706.84,16145.63,57.963,Europe & Central Asia,Upper middle income,24.23546299493967,9.689466638145804,14.451585673897249,93.88576373174055,28,0.0283988745383716,-0.005072204891432,0.57963,350.240869817937,5.6163055474684525,54.41900523182878,271.3050658680825,404.6443988691229,16.22964,1906778.0,14.460925989036305
2020,North Macedonia,1856124,32704098401.83,15779.79,58.482,Europe & Central Asia,Upper middle income,24.21076624041592,9.666548656518092,14.434001539198364,93.44216292883172,30,-0.0630557459080947,-0.0107910514216325,0.58482,349.4582371793352,5.653190985304911,54.64684572403937,289.99645969554274,433.0200461759509,17.5446,2213617.0,14.610138838972208
2022,North Macedonia,1831712,35245490780.05,17128.76,59.118,Europe & Central Asia,Upper middle income,24.28560343691712,9.748572580712136,14.420762152555202,95.0346673614125,32,0.0212394031326113,-0.0029448117512238,0.59118,350.21691089505896,5.763161138265402,56.18259465071985,311.9543225827884,461.46438888176647,18.91776,2041680.0,14.529284046110476
2004,Norway,4591910,280421641915.96,61068.63,77.399,Europe & Central Asia,High income,26.359560171428587,11.019769967577572,15.339806835260614,121.4353301383246,14,0.0393609727114601,0.0059093081061973,0.77399,404.35056129214365,8.529191757205364,93.98973117376184,154.276779546086,214.7572956936486,10.83586,7226041.0,15.793202003017145
2006,Norway,4660677,295039151688.93,63303.93,77.95,Europe & Central Asia,High income,26.41037390207301,11.055718488195904,15.354671489080898,122.22891129023672,16,0.0243166700664332,0.0080539256565721,0.7795000000000001,405.5226151701267,8.617932561548708,95.27743635073952,176.89149581113446,245.6747438252944,12.472,9894356.0,16.10747515259306
2008,Norway,4768212,305099995186.18,63986.25,78.526,Europe & Central Asia,High income,26.44390541289447,11.066439123745118,15.377482159548316,122.4660748795566,18,0.0048076202638185,0.0124633275233243,0.78526,406.64068371556783,8.690031986312091,96.16770995992064,199.1959042274121,276.7946788718697,14.13468,10068473.0,16.124919713986095
2010,Norway,4889252,301534643854.53,61672.96,79.102,Europe & Central Asia,High income,26.432150751506043,11.029617078669244,15.402550089045748,121.6524529020723,20,0.0078397074845177,0.0124566592319226,0.7910200000000001,407.12252591128,8.724647701568948,96.22952329459724,220.5923415733849,308.051001780915,15.8204,8992657.0,16.01191902459495
2012,Norway,5018573,313154783635.53,62399.17,79.874,Europe & Central Asia,High income,26.46996342166426,11.041323278712785,15.428656387569143,121.9108197450448,22,0.026816786805071,0.0131344072524761,0.79874,408.3959702243819,8.819146555639048,97.37504816315708,242.9091121316812,339.4304405265212,17.57228,9278797.0,16.043242570511115
2014,Norway,5137232,322816033824.82,62838.52,80.692,Europe & Central Asia,High income,26.500348443192344,11.048339453893536,15.45202516563318,122.06580468846047,24,0.0202743983334201,0.0112773645658457,0.80692,409.4840510422561,8.91512607213577,98.49733911921254,265.16014689344485,370.8486039751963,19.36608,7954209.0,15.889211906211662
2016,Norway,5234519,332641575269.0,63547.69,81.485,Europe & Central Asia,High income,26.53033139670508,11.059561662715128,15.470785707538528,122.3139041713982,26,0.0115799353456935,0.0088096964631638,0.81485,410.4450717884055,9.01188382086342,99.6674848140638,287.5486032305933,402.2404283960017,21.1861,7862386.0,15.877600807868475
2018,Norway,5311916,343662220042.5,64696.47,82.248,Europe & Central Asia,High income,26.56292509344385,11.07747737616956,15.485463345016337,122.71050501954844,28,0.008254841492711,0.0066009071957182,0.8224800000000001,411.3392028709394,9.11100359235194,100.9269361684782,310.1693665327477,433.59297366045735,23.02944,8793655.0,15.989541110377612
2020,Norway,5379475,343082263509.04,63776.16,82.974,Europe & Central Asia,High income,26.5612360906627,11.06315041150742,15.49810152962498,122.3932970276368,30,-0.0128641068019277,0.0058875721427522,0.82974,411.6487336854298,9.179538422444168,101.55461427571136,331.8945123452226,464.9430458887494,24.892200000000003,8126289.0,15.910615042808343
2022,Norway,5457127,367243687581.44,67296.16,83.664,Europe & Central Asia,High income,26.629291463513507,11.116873315633942,15.512433202004695,123.584872315854,32,0.0297130571363553,0.0089839505524107,0.83664,413.0851050444671,9.300820890791982,103.3960475743361,355.73994610028615,496.3978624641503,26.77248,9289380.0,16.0443824777843
2004,Poland,38182222,694843895872.38,18198.1,61.564,Europe & Central Asia,High income,27.26695304702841,9.809127421292718,17.457880598768064,96.21898076715674,14,0.048626765771619,-0.000585127335956,0.61564,476.0232105872371,6.038891205644648,59.23625331949237,137.32778389809806,244.41032838275288,8.61896,189024239.0,19.05738581876833
2006,Poland,38141267,763306725189.13,20012.62,61.341,Europe & Central Asia,High income,27.360925786389515,9.904168320760848,17.45680740351994,98.09255012596276,16,0.0595052799026767,-0.0006337057263152,0.61341,477.6344118350041,6.075315889637912,60.170951172766806,158.46669313217356,279.308918456319,9.81456,192209458.0,19.07409626764952
2008,Poland,38125759,851530472386.16,22334.78,61.116,Europe & Central Asia,High income,27.470301123123047,10.013945155943391,17.45640072711939,100.2790975862421,18,0.0411417635273636,0.00013637379325,0.61116,479.5325844998738,6.120122721506363,61.28657328080773,180.25101280698104,314.215213088149,11.00088,180571355.0,19.01163658171695
2010,Poland,38042794,901344465050.68,23692.91,60.892,Europe & Central Asia,High income,27.52715333564412,10.072973332077508,17.454222268231455,101.46479174874466,20,0.028924020038346,-0.0028560911403801,0.60892,480.4650527320214,6.133634921368636,61.7839409916456,201.45946664155016,349.0844453646291,12.1784,170580364.0,18.954717092611418
2012,Poland,38063164,961421979842.39,25258.59,60.654,Europe & Central Asia,High income,27.59167925447424,10.136961164577189,17.454757574546136,102.75798165214611,22,0.0153340459952318,-2.390759970438694e-06,0.6065400000000001,481.6060724614816,6.148472424762649,62.32682619129271,223.0131456206981,384.004666640015,13.343880000000002,179946786.0,19.0081717373702
2014,Poland,38011735,1006862448644.24,26488.2,60.403,Europe & Central Asia,High income,27.63786012514656,10.184492381734584,17.453405512114017,103.72388507360978,24,0.0376517762220167,-0.0007484622732363,0.60403,482.3747802512692,6.15173893333914,62.65233830101251,244.42781716163,418.8817322907364,14.49672,201922450.0,19.123394275714134
2016,Poland,37970087,1082037503386.78,28497.1,60.178,Europe & Central Asia,High income,27.70986695692385,10.257592697367754,17.452309249824474,105.21820794509226,26,0.0291073298740585,-0.0004298512974223,0.60178,483.6011674037277,6.172814133421967,63.31821317719762,266.6974101315616,453.76004049543633,15.64628,205045333.0,19.13874165411793
2018,Poland,37974750,1205290348309.06,31739.26,60.058,Europe & Central Asia,High income,27.81774160680107,10.365341185603246,17.452432049479256,107.44029789396288,28,0.0577518733246051,-2.00132777550266e-06,0.60058,485.4872451626676,6.225216609249597,64.52649410915623,290.2295531968909,488.6680973854192,16.81624,202738023.0,19.127425181397715
2020,Poland,37899070,1233494434651.09,32546.83,60.043,Europe & Central Asia,High income,27.8408722610711,10.390465978747727,17.450437157878884,107.96178325551396,30,-0.0204075316964242,-0.0017506205358088,0.60043,485.83539181235466,6.238747487619498,64.82349352010826,311.7139793624318,523.5131147363666,18.012900000000002,184830832.0,19.034951548492835
2022,Poland,36821749,1388423186501.74,37706.61,60.134,Europe & Central Asia,High income,27.959189820955025,10.537617209829692,17.42159926115687,111.0413764608989,32,0.0512667560741313,-0.0248206106617985,0.60134,487.0938007272948,6.336690732958987,66.77362132099694,337.2037507145501,557.4911763570199,19.24288,188858739.0,19.056509886168342
2004,Portugal,10483861,323876029531.76,30892.82,56.907,Europe & Central Asia,High income,26.503626654620263,10.33831144288317,16.165347680423885,106.88068349004908,14,0.0177292605479024,0.0023912896677558,0.56907,428.4403396640864,5.883222892801525,60.82259055368223,144.73636020036437,226.3148675259344,7.966979999999999,31540812.0,17.266792915958327
2008,Portugal,10558177,341112661504.39,32307.91,59.359,Europe & Central Asia,High income,26.55547864531092,10.383098322563937,16.172411283477228,107.80873077603005,18,0.0031873941086892,0.0014419126618676,0.5935900000000001,429.4661224815648,6.163303333290728,63.99418450134368,186.89576980615087,291.1034031025901,10.68462,13551558.0,16.422012154022177
2010,Portugal,10573100,336205060026.74,31798.15,60.567,Europe & Central Asia,High income,26.540987108455315,10.36719483885128,16.173823692303106,107.4787288267046,20,0.0172270139941872,0.0004591003237521,0.60567,429.26924611184586,6.279098898047055,65.09664168847019,207.3438967770256,323.4764738460621,12.1134,11419271.0,16.2508130123493
2012,Portugal,10514844,317093012692.05,30156.7,61.763,Europe & Central Asia,High income,26.48246098322129,10.314195559267006,16.16829862616388,106.38263003480324,22,-0.0414189810946332,-0.0040542174926834,0.61763,428.1763375324554,6.370356603270081,65.70510378839552,226.91230230387413,355.7025697756054,13.58786,12542020.0,16.344595244457803
2014,Portugal,10401062,316656174341.05,30444.6,62.936,Europe & Central Asia,High income,26.481082398667272,10.323696763518049,16.15741857042682,106.57871486507304,24,0.0078906894837267,-0.0053919041509153,0.62936,427.8659325132294,6.49732179508772,67.07637998748237,247.7687223244332,387.7780456902437,15.10464,14024297.0,16.45630195464438
2016,Portugal,10325452,328840222198.5,31847.54,64.086,Europe & Central Asia,High income,26.518837822937147,10.368746820075218,16.15012256994094,107.51091061881996,26,0.0199936423418947,-0.0031545898649447,0.64086,428.2824812528207,6.644915087113405,68.89944217917694,269.5874173219557,419.90318681846446,16.66236,13815984.0,16.441336813110322
2018,Portugal,10283822,350068760634.56,34040.73,65.211,Europe & Central Asia,High income,26.58139543109308,10.43534240395758,16.146082636017937,108.89637108783518,28,0.0280948762182795,-0.0016010400559061,0.65211,429.1854072110985,6.804991135044777,71.0124125500882,292.18958731081227,452.09031380850223,18.25908,15764830.0,16.573292130954584
2020,Portugal,10297081,329623206282.71,32011.32,66.31,Europe & Central Asia,High income,26.52121603991741,10.37387610768838,16.14737111209169,107.6173054976678,30,-0.0866534396876197,0.0010511411503344,0.6631,428.2479177405052,6.878917247008165,71.36103527550353,311.2162832306514,484.4211333627507,19.893,16202925.0,16.600702401177227
2022,Portugal,10409704,372331404762.84,35767.72,67.381,Europe & Central Asia,High income,26.643050167648788,10.48482904743611,16.15824910205321,109.93164015396,32,0.0660452998379383,0.0046094889140526,0.67381,430.5050414473697,7.064782660452925,74.0730384521398,335.5145295179555,517.0639712657028,21.56192,17357680.0,16.669545675324173
2004,Romania,21451748,343490967945.1,16012.26,53.043,Europe & Central Asia,High income,26.56242665407418,9.681172407998256,16.88131673847576,93.72509919338674,14,0.099194562340628,-0.0056978624604688,0.53043,448.4087376899572,5.1351842803745145,49.714604365148126,135.53641371197557,236.33843433866065,7.426019999999999,355958008.0,19.6903233296122
2006,Romania,21193760,388391268863.55,18325.74,53.305,Europe & Central Asia,High income,26.68527909335949,9.816116474498196,16.86921740387689,96.3561426409149,16,0.0772277747814627,-0.005924025321601,0.53305,450.159774509012,5.232480886731264,51.36264183473969,157.05786359197114,269.9074784620302,8.5288,326028373.0,19.602494972353316
2008,Romania,20537875,455251113751.59,22166.42,53.567,Europe & Central Asia,High income,26.844115002014814,10.006378922360764,16.83778134913329,100.1276191378658,18,0.0889945249829793,-0.0166638256260078,0.53567,451.9953389149142,5.360116997340991,53.63536174358057,180.11482060249378,303.0800642843992,9.64206,174176852.0,18.975581737549287
2010,Romania,20246871,413352605152.29,20415.63,53.829,Europe & Central Asia,High income,26.74756683116132,9.924105043818884,16.823510870449436,98.4878609207514,20,-0.0397937346125623,-0.0059395915433952,0.53829,449.9879813421152,5.342046504037267,53.01503065503128,198.48210087637767,336.4702174089888,10.7658,203666068.0,19.1319922939299
